Date,Country,State,Gender,Count
01/03/2007,Australia,TAS,Female,36
01/03/2007,Australia,TAS,Male,470
01/03/2007,Australia,VIC,Female,243
01/03/2007,Australia,VIC,Male,3775
01/03/2007,Australia,WA,Female,289
01/03/2007,Australia,WA,Male,3282
01/06/2007,Australia,ACT,Female,8
01/06/2007,Australia,ACT,Male,152
01/06/2007,Australia,NSW,Female,697
01/06/2007,Australia,NSW,Male,8934
01/06/2007,Australia,NT,Female,40
01/06/2007,Australia,NT,Male,860
01/06/2007,Australia,QLD,Female,440
01/06/2007,Australia,QLD,Male,5244
01/06/2007,Australia,SA,Female,118
01/06/2007,Australia,SA,Male,1663
01/06/2007,Australia,TAS,Female,32
01/06/2007,Australia,TAS,Male,497
01/06/2007,Australia,VIC,Female,252
01/06/2007,Australia,VIC,Male,3864
01/06/2007,Australia,WA,Female,319
01/06/2007,Australia,WA,Male,3397
01/09/2007,Australia,ACT,Female,11
01/09/2007,Australia,ACT,Male,155
01/09/2007,Australia,NSW,Female,681
01/09/2007,Australia,NSW,Male,8913
01/09/2007,Australia,NT,Female,38
01/09/2007,Australia,NT,Male,819
01/09/2007,Australia,QLD,Female,403
01/09/2007,Australia,QLD,Male,5110
01/09/2007,Australia,SA,Female,120
01/09/2007,Australia,SA,Male,1686
01/09/2007,Australia,TAS,Female,33
01/09/2007,Australia,TAS,Male,499
01/09/2007,Australia,VIC,Female,251
01/09/2007,Australia,VIC,Male,3920
01/09/2007,Australia,WA,Female,322
01/09/2007,Australia,WA,Male,3518
01/12/2007,Australia,ACT,Female,12
01/12/2007,Australia,ACT,Male,163
01/12/2007,Australia,NSW,Female,666
01/12/2007,Australia,NSW,Male,8894
01/12/2007,Australia,NT,Female,38
01/12/2007,Australia,NT,Male,802
01/12/2007,Australia,QLD,Female,406
01/12/2007,Australia,QLD,Male,5035
01/12/2007,Australia,SA,Female,122
01/12/2007,Australia,SA,Male,1711
01/12/2007,Australia,TAS,Female,40
01/12/2007,Australia,TAS,Male,527
01/12/2007,Australia,VIC,Female,253
01/12/2007,Australia,VIC,Male,3987
01/12/2007,Australia,WA,Female,318
01/12/2007,Australia,WA,Male,3573
01/03/2008,Australia,ACT,Female,19
01/03/2008,Australia,ACT,Male,167
01/03/2008,Australia,NSW,Female,642
01/03/2008,Australia,NSW,Male,8960
01/03/2008,Australia,NT,Female,41
01/03/2008,Australia,NT,Male,859
01/03/2008,Australia,QLD,Female,406
01/03/2008,Australia,QLD,Male,5012
01/03/2008,Australia,SA,Female,128
01/03/2008,Australia,SA,Male,1754
01/03/2008,Australia,TAS,Female,35
01/03/2008,Australia,TAS,Male,483
01/03/2008,Australia,VIC,Female,236
01/03/2008,Australia,VIC,Male,3875
01/03/2008,Australia,WA,Female,297
01/03/2008,Australia,WA,Male,3451
01/06/2008,Australia,ACT,Female,15
01/06/2008,Australia,ACT,Male,163
01/06/2008,Australia,NSW,Female,693
01/06/2008,Australia,NSW,Male,9066
01/06/2008,Australia,NT,Female,40
01/06/2008,Australia,NT,Male,866
01/06/2008,Australia,QLD,Female,406
01/06/2008,Australia,QLD,Male,5140
01/06/2008,Australia,SA,Female,126
01/06/2008,Australia,SA,Male,1785
01/06/2008,Australia,TAS,Female,38
01/06/2008,Australia,TAS,Male,497
01/06/2008,Australia,VIC,Female,238
01/06/2008,Australia,VIC,Male,3938
01/06/2008,Australia,WA,Female,258
01/06/2008,Australia,WA,Male,3464
01/09/2008,Australia,ACT,Female,12
01/09/2008,Australia,ACT,Male,148
01/09/2008,Australia,NSW,Female,715
01/09/2008,Australia,NSW,Male,9225
01/09/2008,Australia,NT,Female,47
01/09/2008,Australia,NT,Male,898
01/09/2008,Australia,QLD,Female,433
01/09/2008,Australia,QLD,Male,5129
01/09/2008,Australia,SA,Female,127
01/09/2008,Australia,SA,Male,1833
01/09/2008,Australia,TAS,Female,41
01/09/2008,Australia,TAS,Male,478
01/09/2008,Australia,VIC,Female,250
01/09/2008,Australia,VIC,Male,4034
01/09/2008,Australia,WA,Female,281
01/09/2008,Australia,WA,Male,3546
01/12/2008,Australia,ACT,Female,14
01/12/2008,Australia,ACT,Male,159
01/12/2008,Australia,NSW,Female,732
01/12/2008,Australia,NSW,Male,9199
01/12/2008,Australia,NT,Female,47
01/12/2008,Australia,NT,Male,926
01/12/2008,Australia,QLD,Female,443
01/12/2008,Australia,QLD,Male,5147
01/12/2008,Australia,SA,Female,118
01/12/2008,Australia,SA,Male,1809
01/12/2008,Australia,TAS,Female,34
01/12/2008,Australia,TAS,Male,494
01/12/2008,Australia,VIC,Female,247
01/12/2008,Australia,VIC,Male,4112
01/12/2008,Australia,WA,Female,306
01/12/2008,Australia,WA,Male,3641
01/03/2009,Australia,ACT,Female,13
01/03/2009,Australia,ACT,Male,147
01/03/2009,Australia,NSW,Female,745
01/03/2009,Australia,NSW,Male,9346
01/03/2009,Australia,NT,Female,46
01/03/2009,Australia,NT,Male,1052
01/03/2009,Australia,QLD,Female,421
01/03/2009,Australia,QLD,Male,5122
01/03/2009,Australia,SA,Female,130
01/03/2009,Australia,SA,Male,1795
01/03/2009,Australia,TAS,Female,33
01/03/2009,Australia,TAS,Male,477
01/03/2009,Australia,VIC,Female,254
01/03/2009,Australia,VIC,Male,3959
01/03/2009,Australia,WA,Female,303
01/03/2009,Australia,WA,Male,3676
01/06/2009,Australia,ACT,Female,18
01/06/2009,Australia,ACT,Male,152
01/06/2009,Australia,NSW,Female,767
01/06/2009,Australia,NSW,Male,9619
01/06/2009,Australia,NT,Female,51
01/06/2009,Australia,NT,Male,1033
01/06/2009,Australia,QLD,Female,434
01/06/2009,Australia,QLD,Male,5296
01/06/2009,Australia,SA,Female,131
01/06/2009,Australia,SA,Male,1844
01/06/2009,Australia,TAS,Female,34
01/06/2009,Australia,TAS,Male,491
01/06/2009,Australia,VIC,Female,269
01/06/2009,Australia,VIC,Male,4042
01/06/2009,Australia,WA,Female,323
01/06/2009,Australia,WA,Male,3853
01/09/2009,Australia,ACT,Female,14
01/09/2009,Australia,ACT,Male,148
01/09/2009,Australia,NSW,Female,768
01/09/2009,Australia,NSW,Male,9631
01/09/2009,Australia,NT,Female,44
01/09/2009,Australia,NT,Male,994
01/09/2009,Australia,QLD,Female,413
01/09/2009,Australia,QLD,Male,5198
01/09/2009,Australia,SA,Female,127
01/09/2009,Australia,SA,Male,1864
01/09/2009,Australia,TAS,Female,42
01/09/2009,Australia,TAS,Male,474
01/09/2009,Australia,VIC,Female,290
01/09/2009,Australia,VIC,Male,4100
01/09/2009,Australia,WA,Female,361
01/09/2009,Australia,WA,Male,4169
01/12/2009,Australia,ACT,Female,13
01/12/2009,Australia,ACT,Male,163
01/12/2009,Australia,NSW,Female,769
01/12/2009,Australia,NSW,Male,9579
01/12/2009,Australia,NT,Female,46
01/12/2009,Australia,NT,Male,1021
01/12/2009,Australia,QLD,Female,420
01/12/2009,Australia,QLD,Male,5112
01/12/2009,Australia,SA,Female,124
01/12/2009,Australia,SA,Male,1839
01/12/2009,Australia,TAS,Female,45
01/12/2009,Australia,TAS,Male,462
01/12/2009,Australia,VIC,Female,314
01/12/2009,Australia,VIC,Male,4190
01/12/2009,Australia,WA,Female,380
01/12/2009,Australia,WA,Male,4391
01/03/2010,Australia,ACT,Female,13
01/03/2010,Australia,ACT,Male,181
01/03/2010,Australia,NSW,Female,757
01/03/2010,Australia,NSW,Male,9525
01/03/2010,Australia,NT,Female,50
01/03/2010,Australia,NT,Male,1048
01/03/2010,Australia,QLD,Female,423
01/03/2010,Australia,QLD,Male,5172
01/03/2010,Australia,SA,Female,126
01/03/2010,Australia,SA,Male,1798
01/03/2010,Australia,TAS,Female,34
01/03/2010,Australia,TAS,Male,418
01/03/2010,Australia,VIC,Female,315
01/03/2010,Australia,VIC,Male,4162
01/03/2010,Australia,WA,Female,388
01/03/2010,Australia,WA,Male,4438
01/06/2010,Australia,ACT,Female,19
01/06/2010,Australia,ACT,Male,197
01/06/2010,Australia,NSW,Female,775
01/06/2010,Australia,NSW,Male,9652
01/06/2010,Australia,NT,Female,50
01/06/2010,Australia,NT,Male,1063
01/06/2010,Australia,QLD,Female,446
01/06/2010,Australia,QLD,Male,5287
01/06/2010,Australia,SA,Female,124
01/06/2010,Australia,SA,Male,1855
01/06/2010,Australia,TAS,Female,38
01/06/2010,Australia,TAS,Male,439
01/06/2010,Australia,VIC,Female,318
01/06/2010,Australia,VIC,Male,4243
01/06/2010,Australia,WA,Female,403
01/06/2010,Australia,WA,Male,4435
01/09/2010,Australia,ACT,Female,14
01/09/2010,Australia,ACT,Male,200
01/09/2010,Australia,NSW,Female,748
01/09/2010,Australia,NSW,Male,9488
01/09/2010,Australia,NT,Female,50
01/09/2010,Australia,NT,Male,1047
01/09/2010,Australia,QLD,Female,434
01/09/2010,Australia,QLD,Male,5167
01/09/2010,Australia,SA,Female,130
01/09/2010,Australia,SA,Male,1855
01/09/2010,Australia,TAS,Female,34
01/09/2010,Australia,TAS,Male,457
01/09/2010,Australia,VIC,Female,318
01/09/2010,Australia,VIC,Male,4248
01/09/2010,Australia,WA,Female,404
01/09/2010,Australia,WA,Male,4329
01/12/2010,Australia,ACT,Female,12
01/12/2010,Australia,ACT,Male,206
01/12/2010,Australia,NSW,Female,738
01/12/2010,Australia,NSW,Male,9362
01/12/2010,Australia,NT,Female,46
01/12/2010,Australia,NT,Male,1093
01/12/2010,Australia,QLD,Female,408
01/12/2010,Australia,QLD,Male,5146
01/12/2010,Australia,SA,Female,127
01/12/2010,Australia,SA,Male,1846
01/12/2010,Australia,TAS,Female,35
01/12/2010,Australia,TAS,Male,456
01/12/2010,Australia,VIC,Female,312
01/12/2010,Australia,VIC,Male,4294
01/12/2010,Australia,WA,Female,379
01/12/2010,Australia,WA,Male,4193
01/03/2011,Australia,ACT,Female,15
01/03/2011,Australia,ACT,Male,218
01/03/2011,Australia,NSW,Female,693
01/03/2011,Australia,NSW,Male,9313
01/03/2011,Australia,NT,Female,52
01/03/2011,Australia,NT,Male,1123
01/03/2011,Australia,QLD,Female,401
01/03/2011,Australia,QLD,Male,5027
01/03/2011,Australia,SA,Female,125
01/03/2011,Australia,SA,Male,1874
01/03/2011,Australia,TAS,Female,28
01/03/2011,Australia,TAS,Male,425
01/03/2011,Australia,VIC,Female,306
01/03/2011,Australia,VIC,Male,4208
01/03/2011,Australia,WA,Female,370
01/03/2011,Australia,WA,Male,4227
01/06/2011,Australia,ACT,Female,14
01/06/2011,Australia,ACT,Male,224
01/06/2011,Australia,NSW,Female,689
01/06/2011,Australia,NSW,Male,9428
01/06/2011,Australia,NT,Female,60
01/06/2011,Australia,NT,Male,1189
01/06/2011,Australia,QLD,Female,423
01/06/2011,Australia,QLD,Male,5147
01/06/2011,Australia,SA,Female,121
01/06/2011,Australia,SA,Male,1885
01/06/2011,Australia,TAS,Female,40
01/06/2011,Australia,TAS,Male,436
01/06/2011,Australia,VIC,Female,321
01/06/2011,Australia,VIC,Male,4320
01/06/2011,Australia,WA,Female,361
01/06/2011,Australia,WA,Male,4303
01/09/2011,Australia,ACT,Female,13
01/09/2011,Australia,ACT,Male,227
01/09/2011,Australia,NSW,Female,688
01/09/2011,Australia,NSW,Male,9276
01/09/2011,Australia,NT,Female,59
01/09/2011,Australia,NT,Male,1204
01/09/2011,Australia,QLD,Female,427
01/09/2011,Australia,QLD,Male,5183
01/09/2011,Australia,SA,Female,127
01/09/2011,Australia,SA,Male,1915
01/09/2011,Australia,TAS,Female,39
01/09/2011,Australia,TAS,Male,486
01/09/2011,Australia,VIC,Female,324
01/09/2011,Australia,VIC,Male,4440
01/09/2011,Australia,WA,Female,343
01/09/2011,Australia,WA,Male,4289
01/12/2011,Australia,ACT,Female,7
01/12/2011,Australia,ACT,Male,228
01/12/2011,Australia,NSW,Female,648
01/12/2011,Australia,NSW,Male,9159
01/12/2011,Australia,NT,Female,60
01/12/2011,Australia,NT,Male,1222
01/12/2011,Australia,QLD,Female,480
01/12/2011,Australia,QLD,Male,5236
01/12/2011,Australia,SA,Female,132
01/12/2011,Australia,SA,Male,1917
01/12/2011,Australia,TAS,Female,39
01/12/2011,Australia,TAS,Male,489
01/12/2011,Australia,VIC,Female,332
01/12/2011,Australia,VIC,Male,4514
01/12/2011,Australia,WA,Female,365
01/12/2011,Australia,WA,Male,4360
01/03/2012,Australia,ACT,Female,10
01/03/2012,Australia,ACT,Male,255
01/03/2012,Australia,NSW,Female,646
01/03/2012,Australia,NSW,Male,9072
01/03/2012,Australia,NT,Female,63
01/03/2012,Australia,NT,Male,1312
01/03/2012,Australia,QLD,Female,436
01/03/2012,Australia,QLD,Male,5190
01/03/2012,Australia,SA,Female,128
01/03/2012,Australia,SA,Male,1978
01/03/2012,Australia,TAS,Female,37
01/03/2012,Australia,TAS,Male,470
01/03/2012,Australia,VIC,Female,321
01/03/2012,Australia,VIC,Male,4472
01/03/2012,Australia,WA,Female,389
01/03/2012,Australia,WA,Male,4449
01/06/2012,Australia,ACT,Female,11
01/06/2012,Australia,ACT,Male,264
01/06/2012,Australia,NSW,Female,640
01/06/2012,Australia,NSW,Male,9082
01/06/2012,Australia,NT,Female,86
01/06/2012,Australia,NT,Male,1337
01/06/2012,Australia,QLD,Female,461
01/06/2012,Australia,QLD,Male,5184
01/06/2012,Australia,SA,Female,138
01/06/2012,Australia,SA,Male,1994
01/06/2012,Australia,TAS,Female,35
01/06/2012,Australia,TAS,Male,476
01/06/2012,Australia,VIC,Female,330
01/06/2012,Australia,VIC,Male,4565
01/06/2012,Australia,WA,Female,420
01/06/2012,Australia,WA,Male,4535
01/09/2012,Australia,ACT,Female,14
01/09/2012,Australia,ACT,Male,259
01/09/2012,Australia,NSW,Female,655
01/09/2012,Australia,NSW,Male,8984
01/09/2012,Australia,NT,Female,83
01/09/2012,Australia,NT,Male,1327
01/09/2012,Australia,QLD,Female,476
01/09/2012,Australia,QLD,Male,5158
01/09/2012,Australia,SA,Female,134
01/09/2012,Australia,SA,Male,1945
01/09/2012,Australia,TAS,Female,46
01/09/2012,Australia,TAS,Male,446
01/09/2012,Australia,VIC,Female,340
01/09/2012,Australia,VIC,Male,4587
01/09/2012,Australia,WA,Female,432
01/09/2012,Australia,WA,Male,4508
01/12/2012,Australia,ACT,Female,15
01/12/2012,Australia,ACT,Male,257
01/12/2012,Australia,NSW,Female,653
01/12/2012,Australia,NSW,Male,9067
01/12/2012,Australia,NT,Female,88
01/12/2012,Australia,NT,Male,1356
01/12/2012,Australia,QLD,Female,474
01/12/2012,Australia,QLD,Male,5270
01/12/2012,Australia,SA,Female,135
01/12/2012,Australia,SA,Male,2022
01/12/2012,Australia,TAS,Female,50
01/12/2012,Australia,TAS,Male,445
01/12/2012,Australia,VIC,Female,338
01/12/2012,Australia,VIC,Male,4702
01/12/2012,Australia,WA,Female,440
01/12/2012,Australia,WA,Male,4477
01/03/2013,Australia,ACT,Female,12
01/03/2013,Australia,ACT,Male,230
01/03/2013,Australia,NSW,Female,680
01/03/2013,Australia,NSW,Male,9179
01/03/2013,Australia,NT,Female,92
01/03/2013,Australia,NT,Male,1441
01/03/2013,Australia,QLD,Female,505
01/03/2013,Australia,QLD,Male,5384
01/03/2013,Australia,SA,Female,135
01/03/2013,Australia,SA,Male,2072
01/03/2013,Australia,TAS,Female,37
01/03/2013,Australia,TAS,Male,422
01/03/2013,Australia,VIC,Female,337
01/03/2013,Australia,VIC,Male,4835
01/03/2013,Australia,WA,Female,457
01/03/2013,Australia,WA,Male,4506
01/06/2013,Australia,ACT,Female,12
01/06/2013,Australia,ACT,Male,247
01/06/2013,Australia,NSW,Female,694
01/06/2013,Australia,NSW,Male,9336
01/06/2013,Australia,NT,Female,99
01/06/2013,Australia,NT,Male,1419
01/06/2013,Australia,QLD,Female,547
01/06/2013,Australia,QLD,Male,5479
01/06/2013,Australia,SA,Female,145
01/06/2013,Australia,SA,Male,2100
01/06/2013,Australia,TAS,Female,33
01/06/2013,Australia,TAS,Male,427
01/06/2013,Australia,VIC,Female,353
01/06/2013,Australia,VIC,Male,4934
01/06/2013,Australia,WA,Female,448
01/06/2013,Australia,WA,Male,4539
01/09/2013,Australia,ACT,Female,14
01/09/2013,Australia,ACT,Male,297
01/09/2013,Australia,NSW,Female,692
01/09/2013,Australia,NSW,Male,9377
01/09/2013,Australia,NT,Female,104
01/09/2013,Australia,NT,Male,1321
01/09/2013,Australia,QLD,Female,571
01/09/2013,Australia,QLD,Male,5619
01/09/2013,Australia,SA,Female,147
01/09/2013,Australia,SA,Male,2141
01/09/2013,Australia,TAS,Female,32
01/09/2013,Australia,TAS,Male,440
01/09/2013,Australia,VIC,Female,388
01/09/2013,Australia,VIC,Male,5061
01/09/2013,Australia,WA,Female,449
01/09/2013,Australia,WA,Male,4489
01/12/2013,Australia,ACT,Female,17
01/12/2013,Australia,ACT,Male,317
01/12/2013,Australia,NSW,Female,699
01/12/2013,Australia,NSW,Male,9581
01/12/2013,Australia,NT,Female,109
01/12/2013,Australia,NT,Male,1412
01/12/2013,Australia,QLD,Female,615
01/12/2013,Australia,QLD,Male,5883
01/12/2013,Australia,SA,Female,149
01/12/2013,Australia,SA,Male,2219
01/12/2013,Australia,TAS,Female,35
01/12/2013,Australia,TAS,Male,445
01/12/2013,Australia,VIC,Female,412
01/12/2013,Australia,VIC,Male,5324
01/12/2013,Australia,WA,Female,450
01/12/2013,Australia,WA,Male,4496
01/03/2014,Australia,ACT,Female,14
01/03/2014,Australia,ACT,Male,316
01/03/2014,Australia,NSW,Female,739
01/03/2014,Australia,NSW,Male,9841
01/03/2014,Australia,NT,Female,123
01/03/2014,Australia,NT,Male,1413
01/03/2014,Australia,QLD,Female,646
01/03/2014,Australia,QLD,Male,6178
01/03/2014,Australia,SA,Female,165
01/03/2014,Australia,SA,Male,2266
01/03/2014,Australia,TAS,Female,31
01/03/2014,Australia,TAS,Male,441
01/03/2014,Australia,VIC,Female,405
01/03/2014,Australia,VIC,Male,5461
01/03/2014,Australia,WA,Female,470
01/03/2014,Australia,WA,Male,4546
01/06/2014,Australia,ACT,Female,20
01/06/2014,Australia,ACT,Male,314
01/06/2014,Australia,NSW,Female,765
01/06/2014,Australia,NSW,Male,10141
01/06/2014,Australia,NT,Female,112
01/06/2014,Australia,NT,Male,1421
01/06/2014,Australia,QLD,Female,651
01/06/2014,Australia,QLD,Male,6383
01/06/2014,Australia,SA,Female,163
01/06/2014,Australia,SA,Male,2361
01/06/2014,Australia,TAS,Female,30
01/06/2014,Australia,TAS,Male,437
01/06/2014,Australia,VIC,Female,400
01/06/2014,Australia,VIC,Male,5621
01/06/2014,Australia,WA,Female,476
01/06/2014,Australia,WA,Male,4704
01/09/2014,Australia,ACT,Female,18
01/09/2014,Australia,ACT,Male,311
01/09/2014,Australia,NSW,Female,723
01/09/2014,Australia,NSW,Male,9848
01/09/2014,Australia,NT,Female,111
01/09/2014,Australia,NT,Male,1406
01/09/2014,Australia,QLD,Female,661
01/09/2014,Australia,QLD,Male,6397
01/09/2014,Australia,SA,Female,172
01/09/2014,Australia,SA,Male,2378
01/09/2014,Australia,TAS,Female,30
01/09/2014,Australia,TAS,Male,413
01/09/2014,Australia,VIC,Female,412
01/09/2014,Australia,VIC,Male,5794
01/09/2014,Australia,WA,Female,486
01/09/2014,Australia,WA,Male,4769
01/12/2014,Australia,ACT,Female,16
01/12/2014,Australia,ACT,Male,327
01/12/2014,Australia,NSW,Female,720
01/12/2014,Australia,NSW,Male,9870
01/12/2014,Australia,NT,Female,116
01/12/2014,Australia,NT,Male,1454
01/12/2014,Australia,QLD,Female,683
01/12/2014,Australia,QLD,Male,6498
01/12/2014,Australia,SA,Female,176
01/12/2014,Australia,SA,Male,2497
01/12/2014,Australia,TAS,Female,26
01/12/2014,Australia,TAS,Male,433
01/12/2014,Australia,VIC,Female,442
01/12/2014,Australia,VIC,Male,5987
01/12/2014,Australia,WA,Female,517
01/12/2014,Australia,WA,Male,4845
01/03/2015,Australia,ACT,Female,21
01/03/2015,Australia,ACT,Male,310
01/03/2015,Australia,NSW,Female,791
01/03/2015,Australia,NSW,Male,10314
01/03/2015,Australia,NT,Female,139
01/03/2015,Australia,NT,Male,1520
01/03/2015,Australia,QLD,Female,655
01/03/2015,Australia,QLD,Male,6501
01/03/2015,Australia,SA,Female,156
01/03/2015,Australia,SA,Male,2485
01/03/2015,Australia,TAS,Female,28
01/03/2015,Australia,TAS,Male,440
01/03/2015,Australia,VIC,Female,450
01/03/2015,Australia,VIC,Male,6023
01/03/2015,Australia,WA,Female,532
01/03/2015,Australia,WA,Male,4906
01/06/2015,Australia,ACT,Female,20
01/06/2015,Australia,ACT,Male,332
01/06/2015,Australia,NSW,Female,846
01/06/2015,Australia,NSW,Male,10771
01/06/2015,Australia,NT,Female,143
01/06/2015,Australia,NT,Male,1498
01/06/2015,Australia,QLD,Female,676
01/06/2015,Australia,QLD,Male,6632
01/06/2015,Australia,SA,Female,152
01/06/2015,Australia,SA,Male,2542
01/06/2015,Australia,TAS,Female,28
01/06/2015,Australia,TAS,Male,484
01/06/2015,Australia,VIC,Female,430
01/06/2015,Australia,VIC,Male,5862
01/06/2015,Australia,WA,Female,527
01/06/2015,Australia,WA,Male,4978
01/09/2015,Australia,ACT,Female,17
01/09/2015,Australia,ACT,Male,349
01/09/2015,Australia,NSW,Female,880
01/09/2015,Australia,NSW,Male,11026
01/09/2015,Australia,NT,Female,142
01/09/2015,Australia,NT,Male,1454
01/09/2015,Australia,QLD,Female,683
01/09/2015,Australia,QLD,Male,6579
01/09/2015,Australia,SA,Female,159
01/09/2015,Australia,SA,Male,2609
01/09/2015,Australia,TAS,Female,35
01/09/2015,Australia,TAS,Male,476
01/09/2015,Australia,VIC,Female,422
01/09/2015,Australia,VIC,Male,5667
01/09/2015,Australia,WA,Female,514
01/09/2015,Australia,WA,Male,5055
01/12/2015,Australia,ACT,Female,19
01/12/2015,Australia,ACT,Male,380
01/12/2015,Australia,NSW,Female,875
01/12/2015,Australia,NSW,Male,11305
01/12/2015,Australia,NT,Female,165
01/12/2015,Australia,NT,Male,1454
01/12/2015,Australia,QLD,Female,661
01/12/2015,Australia,QLD,Male,6733
01/12/2015,Australia,SA,Female,171
01/12/2015,Australia,SA,Male,2666
01/12/2015,Australia,TAS,Female,44
